NIM;Nama;Tahun_Masuk;Jenis_Kelamin;IPS1;IPS2;IPS3;IPS4;IPK;MK_Gagal;SKS_Lulus;Status_Skripsi;Jumlah_Bimbingan;Kehadiran;Keaktifan_Organisasi;Status_Cuti;Rata_IPS;Progress_SKS;Tren_IP;Ontime
2020201542;Drs. Tantri Adriansyah;2020;L;2.94;3.27;3.14;3.69;3.21;0;127;3;15;88;Aktif;0;3.26;0.88;0.75;1
2020221543;Kayun Winarno;2022;L;3.87;3.12;3.51;3.42;3.02;1;138;4;24;100;Tidak Aktif;0;3.48;0.96;-0.45;1
2020211544;Putri Wulandari;2021;P;1.88;2.42;2.67;2.75;2.69;3;94;2;1;67;Aktif;0;2.43;0.65;0.87;0
2020221545;Hamzah Damanik;2022;L;2.81;3.7;3.54;3.84;3.82;2;127;4;13;89;Tidak Aktif;0;3.47;0.88;1.03;1
2020221546;Pardi Napitupulu;2022;L;2.38;2.23;2.95;2.54;2.18;5;118;1;6;62;Aktif;1;2.52;0.82;0.16;0
2020191547;R. Daru Usada;2019;L;2.86;2.41;2.09;2.47;2.8;4;117;1;8;59;Aktif;1;2.46;0.81;-0.39;0
2020201548;Jelita Purnawati;2020;L;2.04;1.89;3.05;2.47;2.54;7;105;0;1;51;Aktif;1;2.36;0.73;0.43;0
2020221549;dr. Galang Thamrin, M.Ak;2022;L;1.88;2.64;2.09;2.45;2.8;5;83;2;5;56;Tidak Aktif;0;2.26;0.58;0.57;0
2020191550;Sutan Narji Hastuti;2019;L;4.0;3.51;3.32;3.22;3.35;0;144;4;16;83;Aktif;0;3.51;1.0;-0.78;1
2020221551;Nasab Sitorus;2022;L;2.88;3.31;3.46;3.72;3.66;2;139;5;12;89;Aktif;0;3.34;0.97;0.84;1
2020201552;Radit Handayani;2020;L;1.81;2.08;2.79;2.58;2.01;4;116;2;7;60;Tidak Aktif;0;2.31;0.81;0.77;0
2020191553;Dr. Fathonah Latupono, S.Pd;2019;L;2.73;2.51;2.08;2.92;2.58;5;109;0;3;60;Tidak Aktif;1;2.56;0.76;0.19;0
2020201554;Iriana Nugroho;2020;P;2.7;2.84;2.62;2.17;2.67;8;107;0;9;68;Tidak Aktif;1;2.58;0.74;-0.53;0
2020211555;Ghani Gunawan;2021;L;3.69;3.09;3.19;3.89;3.75;0;135;3;17;100;Tidak Aktif;0;3.46;0.94;0.2;1
2020201556;Zaenab Pradana;2020;P;2.71;2.58;2.78;3.07;2.58;4;113;2;5;78;Tidak Aktif;1;2.79;0.78;0.36;0
2020211557;Titi Pratama;2021;P;2.99;3.42;3.72;3.27;3.2;1;140;5;13;85;Aktif;0;3.35;0.97;0.28;1
2020201558;Hj. Eli Melani;2020;L;3.09;3.14;3.42;3.91;3.51;2;131;4;12;82;Aktif;0;3.39;0.91;0.82;1
2020221559;Ratih Sinaga, M.TI.;2022;L;2.89;3.67;3.38;3.82;3.66;2;143;4;16;81;Tidak Aktif;0;3.44;0.99;0.93;1
2020221560;R. Banawa Sitompul;2022;P;2.13;2.7;2.32;3.13;2.64;8;119;0;5;62;Aktif;1;2.57;0.83;1.0;0
2020191561;R.A. Ani Adriansyah;2019;P;3.12;3.11;3.69;3.22;3.6;2;141;3;22;91;Aktif;0;3.29;0.98;0.1;1
2020191562;Raihan Usamah, S.Ked;2019;L;3.59;3.8;3.78;3.76;3.19;2;129;4;15;85;Aktif;0;3.73;0.9;0.17;1
2020211563;Okta Kusmawati;2021;P;3.64;3.31;3.43;3.03;3.26;0;132;4;17;82;Tidak Aktif;0;3.35;0.92;-0.61;1
2020201564;Padmi Mansur;2020;L;3.86;3.17;3.56;3.04;3.67;0;131;5;21;92;Tidak Aktif;0;3.41;0.91;-0.82;1
2020211565;Najib Sihombing;2021;L;3.88;3.88;3.33;3.9;4.0;0;135;3;18;88;Aktif;0;3.75;0.94;0.02;1
2020211566;drg. Aris Uyainah, M.Pd;2021;P;2.81;2.12;2.69;2.08;2.09;5;107;2;1;66;Tidak Aktif;1;2.42;0.74;-0.73;0
2020191567;Maida Thamrin;2019;P;2.19;2.77;2.97;3.03;3.0;5;122;1;7;75;Tidak Aktif;0;2.74;0.85;0.84;0
2020221568;Tgk. Ikin Sinaga;2022;L;2.85;3.35;3.13;3.02;3.36;1;130;3;12;96;Tidak Aktif;0;3.09;0.9;0.17;1
2020191569;Luwar Wahyuni;2019;L;2.48;2.21;2.79;2.28;2.01;4;80;1;9;72;Aktif;0;2.44;0.56;-0.2;0
2020211570;Anggabaya Thamrin, S.Ked;2021;P;2.55;2.79;2.05;3.0;2.62;8;77;1;7;65;Aktif;0;2.6;0.53;0.45;0
2020211571;Emil Putra;2021;L;3.55;3.85;3.59;3.58;3.99;0;126;3;15;84;Aktif;0;3.64;0.88;0.03;1
2020221572;Wulan Hastuti;2022;L;2.33;2.72;2.47;2.27;2.6;3;80;1;2;66;Tidak Aktif;0;2.45;0.56;-0.06;0
2020201573;Wadi Latupono;2020;L;2.91;2.24;2.63;2.25;3.0;4;98;2;7;77;Tidak Aktif;0;2.51;0.68;-0.66;0
2020191574;Dr. Karen Salahudin, M.M.;2019;P;2.58;2.85;2.86;2.71;2.05;7;79;2;2;69;Tidak Aktif;0;2.75;0.55;0.13;0
2020201575;Vino Pratama, S.Kom;2020;P;3.61;3.65;3.37;3.94;3.17;2;143;3;17;92;Tidak Aktif;0;3.64;0.99;0.33;1
2020191576;Cawisono Ardianto;2019;L;3.63;3.67;3.65;3.28;3.16;0;131;5;23;84;Aktif;0;3.56;0.91;-0.35;1
2020191577;Emas Nababan;2019;P;3.52;3.1;3.71;3.46;3.67;2;144;3;13;82;Tidak Aktif;0;3.45;1.0;-0.06;1
2020191578;Garan Rahimah, S.Pd;2019;L;2.0;1.82;2.93;2.73;2.7;8;111;1;8;63;Tidak Aktif;0;2.37;0.77;0.73;0
2020221579;Eka Lestari;2022;P;2.76;3.05;2.64;2.59;2.4;4;121;1;6;61;Aktif;1;2.76;0.84;-0.17;0
2020191580;T. Lutfan Padmasari, S.Kom;2019;P;3.49;3.2;3.92;3.58;3.59;1;132;3;19;99;Tidak Aktif;0;3.55;0.92;0.09;1
2020201581;drg. Karimah Hutagalung, S.Psi;2020;L;2.86;2.93;3.42;3.08;3.61;0;125;5;13;96;Aktif;0;3.07;0.87;0.22;1
2020211582;R.M. Harimurti Yuniar, S.Farm;2021;L;2.86;2.66;2.25;3.04;2.89;8;121;1;6;61;Aktif;0;2.7;0.84;0.18;0
2020211583;Zaenab Wijayanti, S.Gz;2021;P;3.68;3.22;3.8;4.0;3.03;1;142;4;21;99;Tidak Aktif;0;3.67;0.99;0.32;1
2020211584;drg. Jayeng Hassanah;2021;L;2.55;3.07;2.56;3.02;2.06;6;105;2;7;55;Tidak Aktif;1;2.8;0.73;0.47;0
2020201585;Elon Prabowo;2020;P;2.88;3.97;3.82;3.85;3.94;2;136;5;22;84;Aktif;0;3.63;0.94;0.97;1
2020191586;Imam Saragih;2019;P;3.26;2.98;3.21;3.23;3.47;2;130;3;16;96;Tidak Aktif;0;3.17;0.9;-0.03;1
2020201587;Taswir Prasetya;2020;L;2.92;3.08;3.15;3.97;3.76;0;137;5;10;82;Aktif;0;3.28;0.95;1.05;1
2020211588;Baktiadi Namaga, M.Ak;2021;P;2.33;2.16;2.96;2.39;2.3;3;74;1;3;61;Aktif;0;2.46;0.51;0.06;0
2020211589;Dr. Opan Puspasari, S.Kom;2021;P;2.96;3.18;3.36;3.67;3.06;2;141;4;11;85;Tidak Aktif;0;3.29;0.98;0.71;1
2020211590;Kunthara Pudjiastuti;2021;L;3.77;3.06;3.34;3.86;3.15;0;141;4;16;81;Aktif;0;3.51;0.98;0.09;1
2020221591;Sabri Firmansyah;2022;L;3.38;3.23;3.56;3.8;3.14;2;126;4;17;100;Aktif;0;3.49;0.88;0.42;1
2020191592;Jayeng Mayasari;2019;L;3.41;3.06;3.62;3.27;3.49;1;137;4;22;92;Aktif;0;3.34;0.95;-0.14;1
2020221593;Ratih Uwais, S.Kom;2022;L;3.35;3.24;3.82;3.06;3.42;2;127;3;19;97;Tidak Aktif;0;3.37;0.88;-0.29;1
2020201594;Cut Ilsa Irawan;2020;P;3.67;3.53;3.67;3.78;3.86;0;144;3;24;92;Aktif;0;3.66;1.0;0.11;1
2020201595;Tgk. Endra Rajasa;2020;L;3.45;3.82;3.99;3.89;3.37;1;141;3;12;96;Tidak Aktif;0;3.79;0.98;0.44;1
2020201596;Hafshah Mahendra;2020;L;3.39;3.72;3.49;3.48;3.84;2;133;5;18;94;Tidak Aktif;0;3.52;0.92;0.09;1
2020221597;drg. Sakura Fujiati, S.Pt;2022;P;3.83;3.35;3.33;3.45;3.76;0;135;4;24;98;Aktif;0;3.49;0.94;-0.38;1
2020211598;Caket Mulyani;2021;L;3.04;3.95;3.18;3.57;3.58;1;127;4;17;87;Tidak Aktif;0;3.44;0.88;0.53;1
2020211599;Bakidin Winarno;2021;P;3.57;3.15;3.55;3.37;3.66;2;142;3;18;87;Tidak Aktif;0;3.41;0.99;-0.2;1
2020181600;Faizah Nababan;2018;P;3.49;3.1;3.28;3.22;3.18;2;135;3;15;95;Tidak Aktif;0;3.27;0.94;-0.27;1
2020201601;Mala Suryono;2020;L;2.14;3.01;3.16;2.69;2.14;7;87;0;3;65;Aktif;0;2.75;0.6;0.55;0
2020191602;Caket Dongoran, S.IP;2019;P;3.76;3.3;3.09;3.56;3.85;0;132;3;17;99;Tidak Aktif;0;3.43;0.92;-0.2;1
2020191603;Jinawi Mustofa, S.Gz;2019;L;2.01;2.67;2.26;2.26;2.87;3;75;2;7;69;Aktif;0;2.3;0.52;0.25;0
2020211604;Kemal Wahyuni;2021;P;3.12;2.9;3.87;3.79;3.63;2;135;4;18;95;Aktif;0;3.42;0.94;0.67;1
2020221605;KH. Baktiono Adriansyah;2022;P;1.98;2.4;2.42;2.11;2.49;6;84;2;2;51;Tidak Aktif;1;2.23;0.58;0.13;0
2020221606;Harsana Lailasari;2022;L;1.85;2.18;2.25;2.29;2.91;7;92;1;2;64;Aktif;1;2.14;0.64;0.44;0
2020201607;Irma Saptono, M.Pd;2020;L;3.36;3.74;3.15;3.49;3.43;0;131;4;13;90;Tidak Aktif;0;3.44;0.91;0.13;1
2020221608;T. Atmaja Hasanah, S.T.;2022;P;4.0;3.75;3.4;3.83;3.17;0;142;4;17;88;Tidak Aktif;0;3.75;0.99;-0.17;1
2020221609;Legawa Lazuardi, S.Farm;2022;P;3.05;3.27;3.51;3.62;3.91;1;130;4;23;86;Tidak Aktif;0;3.36;0.9;0.57;1
2020201610;Padmi Yulianti;2020;P;3.4;2.96;3.03;3.55;3.44;1;133;4;15;98;Aktif;0;3.23;0.92;0.15;1
2020221611;Dr. Bagus Suwarno;2022;L;1.99;1.83;2.54;2.28;2.05;3;116;1;3;67;Tidak Aktif;1;2.16;0.81;0.29;0
2020191612;Opan Anggraini;2019;L;1.93;2.59;2.34;2.21;2.38;8;79;1;0;55;Tidak Aktif;1;2.27;0.55;0.28;0
2020191613;Kania Gunarto;2019;P;2.27;2.78;2.15;2.93;2.24;6;89;1;8;77;Aktif;1;2.53;0.62;0.66;0
2020181614;Adhiarja Fujiati;2018;L;2.48;3.01;2.46;2.08;2.02;3;83;1;7;76;Aktif;1;2.51;0.58;-0.4;0
2020201615;Mila Laksmiwati, S.I.Kom;2020;P;2.43;2.81;2.28;2.41;2.03;5;93;2;8;79;Tidak Aktif;1;2.48;0.65;-0.02;0
2020181616;Cahyo Pratiwi;2018;P;2.6;3.01;2.32;2.73;2.68;3;92;2;9;56;Aktif;1;2.67;0.64;0.13;0
2020201617;Tina Rahayu;2020;P;3.82;3.94;3.88;3.74;3.28;2;141;4;24;82;Tidak Aktif;0;3.85;0.98;-0.08;1
2020221618;Wasis Pratiwi;2022;P;3.96;2.91;3.72;3.71;3.62;1;129;3;20;93;Tidak Aktif;0;3.58;0.9;-0.25;1
2020181619;Cut Tania Nugroho, S.Gz;2018;L;2.17;2.24;2.09;2.53;2.26;4;91;0;5;60;Tidak Aktif;1;2.26;0.63;0.36;0
2020221620;Ella Waluyo;2022;P;3.8;3.93;3.19;3.37;3.93;1;139;4;24;93;Aktif;0;3.57;0.97;-0.43;1
2020191621;Nilam Utami;2019;L;2.91;3.08;3.6;3.15;3.97;0;132;5;18;82;Aktif;0;3.19;0.92;0.24;1
2020191622;Salimah Hidayat, M.Kom.;2019;P;3.4;3.17;3.47;3.66;3.75;0;128;3;25;97;Aktif;0;3.43;0.89;0.26;1
2020181623;Hasta Wasita;2018;P;2.49;2.98;2.98;2.91;2.06;7;118;0;1;58;Aktif;0;2.84;0.82;0.42;0
2020211624;Luthfi Kuswandari;2021;P;3.05;3.63;3.41;3.4;3.88;0;132;5;19;94;Aktif;0;3.37;0.92;0.35;1
2020191625;Hj. Widya Saefullah, M.Farm;2019;L;2.89;2.21;2.83;2.33;2.19;3;72;2;5;77;Tidak Aktif;1;2.56;0.5;-0.56;0
2020211626;Siti Melani;2021;P;3.21;3.37;3.83;3.12;3.73;2;139;3;15;98;Tidak Aktif;0;3.38;0.97;-0.09;1
2020221627;T. Wardi Megantara;2022;P;3.15;3.44;3.3;3.6;3.43;2;142;4;21;95;Aktif;0;3.37;0.99;0.45;1
2020181628;Marsudi Salahudin;2018;P;2.94;3.5;3.9;3.34;3.73;1;136;4;18;84;Tidak Aktif;0;3.42;0.94;0.4;1
2020181629;Ami Natsir;2018;L;2.92;2.87;2.68;2.79;2.9;7;122;0;5;59;Tidak Aktif;0;2.82;0.85;-0.13;0
2020211630;Rini Prasetya;2021;P;3.19;2.91;3.83;3.8;3.1;1;125;4;19;99;Aktif;0;3.43;0.87;0.61;1
2020181631;Jarwadi Wijayanti;2018;P;3.36;3.03;3.98;3.21;3.07;0;138;5;23;92;Aktif;0;3.39;0.96;-0.15;1
2020191632;Humaira Iswahyudi;2019;P;3.69;2.94;3.66;3.53;3.1;1;132;4;12;93;Aktif;0;3.45;0.92;-0.16;1
2020221633;Kasiyah Purwanti;2022;P;3.48;3.23;3.94;3.82;3.98;1;142;4;23;86;Aktif;0;3.62;0.99;0.34;1
2020191634;Dinda Budiman, S.Pd;2019;L;3.96;3.37;3.35;3.05;3.05;1;128;5;24;99;Tidak Aktif;0;3.43;0.89;-0.91;1
2020201635;Puput Suartini, S.Pd;2020;P;2.35;2.09;2.74;2.3;2.58;4;90;0;2;51;Aktif;0;2.37;0.62;-0.05;0
2020181636;Ibun Maulana, M.Kom.;2018;P;3.79;3.8;3.48;3.35;3.36;1;129;5;24;80;Aktif;0;3.6;0.9;-0.44;1
2020181637;Pandu Sitompul;2018;L;2.19;2.07;2.1;2.56;2.48;3;101;0;5;63;Tidak Aktif;1;2.23;0.7;0.37;0
2020201638;R.M. Hardi Nasyidah, S.Kom;2020;P;2.07;2.3;2.97;2.99;2.38;8;120;0;5;52;Aktif;0;2.58;0.83;0.92;0
2020201639;Zulaikha Sinaga, S.Psi;2020;P;3.16;3.93;3.12;3.93;3.68;0;142;4;15;86;Tidak Aktif;0;3.54;0.99;0.77;1
2020211640;Ir. Banawa Rahimah;2021;L;2.84;3.42;3.41;3.16;3.66;0;132;4;24;87;Aktif;0;3.21;0.92;0.32;1
2020191641;Keisha Wibisono, M.Pd;2019;P;2.47;2.73;2.08;2.5;2.12;8;119;0;8;71;Aktif;1;2.45;0.83;0.03;0
2020211642;Ellis Mangunsong;2021;P;3.93;3.63;3.08;3.35;3.55;1;130;5;11;97;Aktif;0;3.5;0.9;-0.58;1
2020201643;Umi Zulkarnain;2020;P;3.8;3.8;3.61;3.37;3.26;2;134;3;21;81;Aktif;0;3.64;0.93;-0.43;1
2020181644;Ilsa Purnawati;2018;L;3.23;3.35;3.68;3.66;3.07;2;138;4;10;85;Tidak Aktif;0;3.48;0.96;0.43;1
2020221645;Hj. Nilam Firgantoro;2022;L;3.02;3.07;3.83;3.04;3.42;1;132;3;11;98;Tidak Aktif;0;3.24;0.92;0.02;1
2020221646;Vanya Nashiruddin;2022;L;3.86;3.51;3.23;3.5;3.73;1;127;3;15;95;Aktif;0;3.52;0.88;-0.36;1
2020221647;Dr. Tantri Dabukke, S.Sos;2022;P;2.06;2.95;3.12;3.1;2.64;8;73;0;5;70;Aktif;0;2.81;0.51;1.04;0
2020191648;Dinda Rahayu;2019;P;3.28;3.73;3.53;3.68;3.43;0;135;5;21;94;Aktif;0;3.55;0.94;0.4;1
2020181649;Kasiyah Pangestu;2018;P;2.79;1.99;3.0;2.65;2.84;5;116;0;4;78;Aktif;1;2.61;0.81;-0.14;0
2020211650;Adikara Yuniar;2021;P;3.25;3.91;3.25;3.84;3.48;2;140;3;15;97;Tidak Aktif;0;3.56;0.97;0.59;1
2020201651;Lintang Winarno;2020;P;3.17;3.53;3.33;3.04;3.27;1;144;5;15;82;Aktif;0;3.27;1.0;-0.13;1
2020211652;Putu Haryanto;2021;P;3.97;3.96;3.4;3.73;3.35;1;142;4;24;80;Tidak Aktif;0;3.77;0.99;-0.24;1
2020191653;Oni Nashiruddin, M.Ak;2019;L;2.77;3.03;2.48;2.94;2.27;7;124;1;9;57;Tidak Aktif;0;2.8;0.86;0.17;0
2020221654;Maida Ramadan;2022;P;1.83;2.58;2.79;2.83;2.12;4;103;2;7;74;Aktif;1;2.51;0.72;1.0;0
2020201655;Cager Winarno, S.Farm;2020;P;2.02;2.61;2.27;2.37;2.55;8;90;0;1;66;Aktif;0;2.32;0.62;0.35;0
2020191656;Iriana Napitupulu;2019;L;2.99;3.09;3.42;3.76;3.9;0;131;3;25;86;Aktif;0;3.31;0.91;0.77;1
2020181657;Puti Simbolon;2018;P;3.27;3.01;3.02;3.66;3.6;2;140;5;18;81;Tidak Aktif;0;3.24;0.97;0.39;1
2020191658;R.M. Digdaya Sinaga, S.Pd;2019;L;3.08;2.93;3.83;3.97;3.14;0;131;5;25;82;Tidak Aktif;0;3.45;0.91;0.89;1
2020181659;Ratih Irawan;2018;P;3.84;3.92;3.42;3.05;3.04;2;138;4;11;99;Tidak Aktif;0;3.56;0.96;-0.79;1
2020221660;Cut Titi Uyainah;2022;L;3.27;2.93;3.58;3.01;3.79;2;127;4;12;86;Aktif;0;3.2;0.88;-0.26;1
2020181661;Raihan Uwais;2018;L;2.85;3.55;3.4;3.97;3.54;2;137;3;16;96;Aktif;0;3.44;0.95;1.12;1
2020221662;Vivi Rahmawati;2022;L;3.65;3.2;3.9;3.37;3.55;2;142;4;13;100;Tidak Aktif;0;3.53;0.99;-0.28;1
2020211663;Oni Januar;2021;P;3.31;3.82;3.81;3.22;3.23;0;130;3;22;96;Tidak Aktif;0;3.54;0.9;-0.09;1
2020191664;Dr. Usyi Haryanto, M.M.;2019;P;2.92;1.92;2.54;2.4;2.87;5;90;2;5;77;Tidak Aktif;1;2.44;0.62;-0.52;0
2020211665;Drs. Ismail Tampubolon, S.Psi;2021;P;3.05;3.73;3.05;3.49;3.44;2;132;5;16;92;Tidak Aktif;0;3.33;0.92;0.44;1
2020201666;Gilda Budiman;2020;P;3.27;3.48;3.16;3.57;3.81;1;137;3;11;89;Aktif;0;3.37;0.95;0.3;1
2020221667;Candra Nasyiah;2022;L;1.98;1.99;2.32;2.43;2.41;5;70;1;3;56;Tidak Aktif;0;2.18;0.49;0.45;0
2020201668;Sakura Nababan;2020;L;1.87;1.85;2.47;2.84;2.19;3;72;1;5;54;Aktif;1;2.26;0.5;0.97;0
2020201669;Nurul Laksita, M.Pd;2020;L;3.11;3.87;3.9;3.3;3.23;0;133;4;12;98;Tidak Aktif;0;3.54;0.92;0.19;1
2020221670;drg. Dodo Wulandari, S.E.I;2022;L;3.09;3.64;3.83;3.67;3.82;2;127;5;20;95;Aktif;0;3.56;0.88;0.58;1
2020211671;Eluh Ramadan, M.M.;2021;L;2.99;3.71;3.36;3.67;3.27;2;134;3;22;82;Aktif;0;3.43;0.93;0.68;1
2020201672;Gadang Thamrin;2020;P;3.99;3.07;3.99;3.98;3.79;1;138;3;17;100;Aktif;0;3.76;0.96;-0.01;1
2020211673;Paris Jailani, M.Ak;2021;L;2.49;2.93;2.35;2.56;2.62;5;103;0;5;67;Aktif;1;2.58;0.72;0.07;0
2020221674;drg. Paris Sihombing, S.Gz;2022;L;3.31;3.26;3.56;3.85;3.2;0;126;5;22;94;Aktif;0;3.5;0.88;0.54;1
2020191675;Darijan Putra;2019;P;2.63;2.87;2.67;2.94;2.02;5;120;1;2;54;Tidak Aktif;0;2.78;0.83;0.31;0
2020211676;Edi Tampubolon;2021;L;1.85;2.96;3.19;2.35;2.21;7;95;1;1;62;Tidak Aktif;0;2.59;0.66;0.5;0
2020191677;Jessica Sudiati;2019;P;2.1;2.93;2.12;2.15;2.98;7;82;1;6;70;Aktif;0;2.33;0.57;0.05;0
2020191678;Rini Samosir;2019;L;2.82;2.22;2.81;2.71;2.6;5;119;1;5;71;Aktif;0;2.64;0.83;-0.11;0
2020211679;R.A. Titi Hartati, M.M.;2021;P;2.49;2.36;2.33;2.92;2.23;5;92;0;5;61;Aktif;1;2.52;0.64;0.43;0
2020191680;R.A. Rahmi Suryono, M.Ak;2019;P;2.08;2.61;2.9;2.26;2.06;7;122;1;9;54;Tidak Aktif;0;2.46;0.85;0.18;0
2020191681;Sutan Lembah Rajata, M.Kom.;2019;L;3.53;3.83;3.04;3.73;3.34;2;136;3;12;83;Aktif;0;3.53;0.94;0.2;1
2020191682;Cici Lestari;2019;L;3.91;3.27;3.47;3.01;3.08;1;125;4;13;89;Tidak Aktif;0;3.42;0.87;-0.9;1
2020211683;Fitriani Firmansyah;2021;L;2.83;3.59;3.43;3.55;3.17;1;131;5;16;86;Tidak Aktif;0;3.35;0.91;0.72;1
2020221684;Oskar Wibowo;2022;P;3.6;3.96;3.05;3.89;3.58;2;129;5;10;92;Aktif;0;3.62;0.9;0.29;1
2020201685;Chandra Utami, M.Pd;2020;L;3.4;2.98;3.09;3.6;3.34;0;134;3;18;81;Tidak Aktif;0;3.27;0.93;0.2;1
2020181686;Zelda Sihombing;2018;L;2.29;1.99;2.86;2.35;2.53;6;112;1;5;77;Aktif;0;2.37;0.78;0.06;0
2020201687;Zulaikha Januar;2020;P;2.88;2.83;2.81;2.82;2.95;4;94;2;1;78;Tidak Aktif;1;2.83;0.65;-0.06;0
2020221688;R.A. Hesti Firgantoro, S.Farm;2022;L;2.8;3.2;3.22;3.66;3.63;0;131;5;24;97;Aktif;0;3.22;0.91;0.86;1
2020181689;Tgk. Wulan Rahimah, S.Farm;2018;L;2.82;3.7;3.32;3.67;3.56;2;134;4;25;92;Aktif;0;3.38;0.93;0.85;1
2020181690;Ir. Padmi Pudjiastuti, S.Psi;2018;P;2.96;3.0;3.83;3.92;3.65;2;136;4;19;87;Tidak Aktif;0;3.43;0.94;0.96;1
2020181691;Baktiadi Dabukke;2018;P;3.28;3.7;3.78;3.12;3.0;1;125;5;18;87;Aktif;0;3.47;0.87;-0.16;1
2020201692;Asmianto Saefullah;2020;P;2.23;2.13;2.02;2.65;2.85;8;78;0;6;66;Aktif;1;2.26;0.54;0.42;0
2020191693;Parman Prabowo;2019;L;2.48;2.47;2.1;2.66;2.38;6;89;2;5;64;Aktif;0;2.43;0.62;0.18;0
2020191694;Jumadi Sudiati;2019;L;3.27;3.16;3.09;3.31;3.1;0;134;5;14;93;Aktif;0;3.21;0.93;0.04;1
2020221695;Hasta Suartini;2022;L;3.98;3.39;3.53;3.87;4.0;1;127;5;13;85;Tidak Aktif;0;3.69;0.88;-0.11;1
2020191696;Paramita Yolanda, M.TI.;2019;L;3.77;3.26;3.31;3.4;3.67;1;138;4;19;94;Tidak Aktif;0;3.44;0.96;-0.37;1
2020191697;Salimah Narpati, M.Ak;2019;L;2.18;1.97;2.76;2.15;2.58;3;78;0;0;74;Tidak Aktif;0;2.27;0.54;-0.03;0
2020221698;drg. Dian Uwais;2022;L;2.64;2.78;3.05;2.6;2.73;4;113;0;5;52;Tidak Aktif;0;2.77;0.78;-0.04;0
2020221699;Puti Sari Usada;2022;P;3.02;2.93;3.28;3.44;3.62;2;136;3;22;95;Tidak Aktif;0;3.17;0.94;0.42;1
2020191700;Dr. Harjasa Prakasa, M.TI.;2019;L;2.04;1.96;3.16;2.13;2.48;4;84;0;6;74;Aktif;1;2.32;0.58;0.09;0
2020211701;Yessi Winarsih;2021;L;3.45;2.99;3.06;3.11;3.59;2;131;3;12;85;Tidak Aktif;0;3.15;0.91;-0.34;1
2020221702;Nadine Wastuti;2022;P;3.08;3.6;3.82;3.04;3.5;2;135;4;17;93;Tidak Aktif;0;3.38;0.94;-0.04;1
2020181703;H. Sidiq Utama;2018;P;2.1;2.2;2.74;3.08;2.81;8;90;1;9;73;Aktif;0;2.53;0.62;0.98;0
2020211704;Argono Hutagalung;2021;P;3.68;3.3;3.64;3.47;3.19;0;132;5;22;81;Tidak Aktif;0;3.52;0.92;-0.21;1
2020221705;Eka Tarihoran;2022;L;2.47;2.27;3.09;2.03;2.32;4;88;1;6;78;Tidak Aktif;1;2.46;0.61;-0.44;0
2020211706;Hj. Endah Utama;2021;L;3.72;3.67;3.33;3.68;3.4;1;134;5;11;96;Aktif;0;3.6;0.93;-0.04;1
2020211707;Hana Hutagalung, S.T.;2021;P;2.35;2.34;3.12;2.3;2.12;3;116;2;1;55;Aktif;1;2.53;0.81;-0.05;0
2020211708;Pranata Rahayu, S.Kom;2021;P;3.96;3.32;3.06;3.34;3.51;1;125;3;24;98;Aktif;0;3.42;0.87;-0.62;1
2020211709;Tgk. Irsad Riyanti, S.I.Kom;2021;L;3.59;4.0;3.45;3.35;3.4;1;135;5;15;83;Aktif;0;3.6;0.94;-0.24;1
2020181710;Eva Astuti, S.Psi;2018;P;3.86;3.36;3.39;3.66;3.44;2;136;3;22;96;Aktif;0;3.57;0.94;-0.2;1
2020211711;Gamani Hasanah, S.Farm;2021;P;2.87;3.8;3.94;3.65;3.95;0;130;4;14;85;Aktif;0;3.56;0.9;0.78;1
2020191712;Okta Yuniar;2019;L;3.37;3.56;3.58;3.4;3.34;1;134;4;24;89;Aktif;0;3.48;0.93;0.03;1
2020181713;R. Ismail Permadi;2018;L;3.27;3.08;3.73;3.21;3.06;0;125;5;18;80;Tidak Aktif;0;3.32;0.87;-0.06;1
2020211714;Waluyo Budiman;2021;P;3.51;3.86;3.58;3.35;3.8;2;125;5;25;87;Aktif;0;3.57;0.87;-0.16;1
2020221715;Fathonah Saputra;2022;P;2.9;3.52;3.91;3.4;3.3;1;138;4;12;99;Aktif;0;3.43;0.96;0.5;1
2020191716;Umay Maryati, M.Ak;2019;P;2.98;3.38;3.6;3.08;3.94;2;142;3;11;85;Aktif;0;3.26;0.99;0.1;1
2020181717;Jono Irawan, S.Kom;2018;P;2.5;2.88;2.1;2.57;2.63;3;79;0;9;76;Tidak Aktif;1;2.51;0.55;0.07;0
2020181718;Jane Winarsih;2018;L;2.74;2.16;3.13;2.15;2.88;3;96;0;2;71;Tidak Aktif;0;2.55;0.67;-0.59;0
2020211719;Dewi Zulaika;2021;P;2.01;2.74;2.05;2.49;2.52;3;75;1;5;61;Tidak Aktif;0;2.32;0.52;0.48;0
2020211720;Dr. Ganda Rajasa;2021;L;3.92;3.64;3.48;3.81;3.95;1;140;3;13;88;Tidak Aktif;0;3.71;0.97;-0.11;1
2020221721;Latif Marpaung;2022;P;3.98;2.99;3.81;3.28;3.13;2;131;5;16;99;Aktif;0;3.52;0.91;-0.7;1
2020181722;Tgk. Eman Kurniawan, S.Pd;2018;L;3.57;3.32;3.05;3.6;3.9;1;144;5;19;93;Tidak Aktif;0;3.38;1.0;0.03;1
2020201723;T. Warta Purnawati, S.Farm;2020;P;3.06;3.39;3.05;3.82;3.83;0;144;5;25;96;Tidak Aktif;0;3.33;1.0;0.76;1
